"BlueOdds","RedOdds","BlueAvgSigStrPct","RedAvgSigStrPct","BlueAvgSigStrLanded","RedAvgSigStrLanded","BlueAvgTDLanded","RedAvgTDLanded","BlueAvgTDPct","RedAvgTDPct","BlueAge","RedAge","Winner"
-160,140,0.34,0.59,4.53,7.41,0.52,1,0.5,0.75,27,30,"1"
190,-230,0.24,0.53,2.63,5.78,2.05,0.9,0.2,0.62,29,29,"1"
110,-130,0.43,0.373,31,16.125,1,0.25,0.5,0.125,32,31,"0"
115,-135,0.313,0.42,4.26,3.7,0,3.55,0,0.45,29,28,"1"
255,-280,0.24,0.395,13,33,3,0.8,0.433,0.224,32,30,"1"
240,-298,0.46,0.41,4.12,5.29,2.04,0,0.46,0,24,27,"1"
-120,100,0.48,0.38,4.11,4.6,1.83,0.46,0.38,0.45,30,29,"0"
-137,117,0.41,0.45,22.6,52,1.375,0,0.398,0,27,27,"0"
-125,105,0.47,0.38,53.75,80.5714,0.25,1.8333,0.166,0.14,27,34,"1"
195,-235,0.4,0.486,17.6667,17.6875,2.2,6,0.32,0.607,30,27,"1"
115,-125,0.377,0.4,16.3333,50.4286,1.7059,6,0.3,0.506,37,30,"0"
245,-265,0.354,0.378,9.6,25.3333,1,0.3636,0.559,0.333,22,23,"0"
110,-130,0.52,0.426,45.25,50.5,0.7619,3.6667,0.33,0.463,30,34,"0"
150,-170,0.385,0.352,4.42,5.04,0.36,2.5,0.2,0.37,30,37,"0"
205,-225,0.45,0.42,2.16,3.1,0.66,0.33,0.5,0.07,32,26,"1"
-110,-110,0.53,0.49,6.74,3.29,1.82,2.2,0.63,0.29,26,32,"0"
-115,-105,0.393,0.47,27.2,17.125,2.75,0.51,0.623,0.201,29,34,"0"
230,-270,0.4,0.47,29.5,25,0,0.1667,0,0.154,26,28,"1"
550,-800,0.44,0.424,37.8333,45.5,0,1.3846,0,0.37,30,27,"1"
-230,210,0.283,0.583,23,13.375,0.25,0.11,0.25,0.056,35,34,"0"
142,-172,0.56,0.46,6.49,4.37,0.38,1.21,0.6,0.33,43,30,"0"
145,-165,0.49,0.39,3.81,3.11,0.31,0.5,0.14,0.23,26,30,"1"
100,-120,0.45,0.683,18,33.1905,1.3333,0.5,0.137,0.25,41,28,"0"
136,-157,0.53,0.524,34,49.1667,0.9,0.375,0.75,0.173,28,29,"0"
120,-140,0.3,0.51,15,11,0,2.2,0,0.471,29,37,"1"
525,-760,0.44,0.624,2.45,3.37,4.98,2.5,0.41,0.5,31,30,"1"
-430,360,0.485,0.412,40.5,21.0556,1.75,0.5,0.5,0.25,33,27,"0"
120,-140,0.42,0.435,14,18.1667,1.1111,0.52,0.32,0.395,32,34,"1"
-185,160,0.6,0.64,40,51.25,0.2857,1,0.124,1,31,27,"0"
-150,130,0.487,0.455,37,11.5714,1.4444,1.75,0.135,0.395,31,31,"1"
59.7932402411945,-115.711474369147,0.36,0.5,5.37,4.41,0,1.04,0,0.5,31,26,"0"
120,-140,0.44,0.513,17.2727,34,0.75,1,0.188,0.527,38,33,"1"
175,-210,0.501,0.42,3.95,3.59,0.55,0.1111,0.16,0.25,33,32,"1"
205,-245,0.357,0.273,8,35,2,1,0.541,0.6,30,28,"0"
175,-210,0.41,0.4,1.4,21.4,0,1.6,0,0.55,33,30,"0"
165,-190,0.35,0.375,28,51.0769,0,0.3158,0,0.163,23,26,"1"
-115,-105,0.53,0.444,29.5,35.6667,0.6,0.6,0.063,0.235,26,28,"1"
165,-190,0.395,0.47,23.2,28.9375,2.6,0,0.875,0,29,32,"1"
-110,-110,0.405,0.55,64.5,45,0.3333,1.3333,0.11,0.371,29,30,"1"
-165,145,0.36,0.41,3.29,4.14,3.17,0.51,0.42,0.45,26,28,"0"
360,-450,0.5,0.415,35.1304,58,1.6364,1.25,0.383,0.274,30,22,"0"
185,-200,0.438,0.51,59,52,3.3333,1.6,0.468,0.435,31,28,"1"
230,-315,0.51,0.64,4.12,4.9,0,0.22,0,1,31,32,"1"
205,-245,0.485,0.57,4.44,5.18,0.93,0.91,0.27,0.36,33,30,"0"
280,-375,0.3,0.35,75,23.4,0.6667,0.1667,0.277,0.083,34,28,"1"
155,-178,0.49,0.59,7.17,5.33,0.13,0,0.22,0,32,33,"1"
-105,-125,0.53,0.426,19.841809878528,21.1527659641032,0.36,1.25,0.25,0.454,31,28,"1"
575,-735,0.41,0.613,42.5,9,2.1667,0,0.563,0,34,25,"1"
-225,205,0.476,0.33,5.31,2.64,0.84,1.32,0.33,0.24,30,35,"1"
-115,-105,0.43,0.57,15,8.6667,0.5714,0,0.333,0,33,35,"1"
250,-300,0.5,0.49,3.72,4.84,2.41,0,0.41,0,32,30,"1"
-235,195,0.52,0.49,5.5,3.47,0.29,2.7,0.41,0.47,32,35,"1"
140,-160,0.57,0.4,4.55,3.88,0.97,3,0.12,0.379,32,32,"1"
215,-255,0.49,0.353,51,13,0,0.6,0,0.5,30,26,"1"
-130,110,0.39,0.4,2.02,3.39,1.03,0.66,0.313,0.18,23,28,"0"
400,-450,0.438,0.55,3.56,2.69,1.4,1.99,0.26,0.423,30,28,"1"
270,-300,0.4,0.41,33,55.7692,1,0.3846,0.13,0.266,29,23,"1"
-105,-115,0.54,0.6,3.51,4.33,5.69,0.46,0.45,1,27,27,"1"
-135,125,0.503,0.43,9.2,2.53,0.56,4.36,0.333,0.47,33,33,"0"
-140,130,0.53,0.49,4.59,7.89,0.875,2.01,0.57,0.45,30,29,"0"
280,-310,0.57,0.825,39.1,31,0,1.5,0,1,31,23,"1"
-110,100,0.45,0.441,37.375,43.5556,0.5,0.35,0.2,0.227,29,28,"1"
-112,-104,0.406,0.51,2,2.48,1.85,0.9,0.3,1,27,32,"1"
-120,100,0.56,0.5,4.51,5.5,0.26,0,0.3,0,24,31,"0"
250,-275,0.465,0.426,50.75,39,1.5714,1.1667,0.315,0.328,30,28,"0"
100,-120,0.38,0.5,3.64,5.16,2.34,0.92,0.34,0.3,32,32,"1"
280,-365,0.44,0.53,41,26,1,0.89,0.5,0.318,26,28,"1"
125,-145,0.47,0.53,3.41,4.9,1.27,0,0.23,0,31,34,"1"
130,-150,0.21,0,8.3333,22,0,0,0,0,33,29,"0"
135,-155,0.52,0.36,4.91,4.1,0.29,3.4545,0.5,0.47,29,32,"1"
-430,360,0.707,0.523,37,17,0.7778,4.98,0.325418923672178,0.579,23,35,"0"
253,-335,0.473,0.38,4.33,4.07,0.49,2.43,0.14,0.56,35,32,"1"
-150,130,0.33,0.39,4.49,50.4375,1,0,0.45,0,21,24,"1"
-170,150,0.41,0.36,2.81,3.79,4.27,0.95,0.5,0.27,30,29,"1"
-130,110,0.46,0.59,4.94,4.72,1.19,0.4286,0.59,0.66,29,27,"0"
-125,105,0.44,0.44,2.14,3.6,0.5,2.52,0.33,0.34,36,39,"0"
135,-155,0.383,0.66,55.72,16,0,0,0,0,22,30,"0"
145,-155,0.26,0.541,7,25.25,2.2,1.0714,0.5,0.319,27,32,"1"
145,-165,0.53,0.45,3.86,5.13,1.72,1.9,0.45,0.5,38,34,"1"
200,-245,0.47,0.57,3.57,2.49,1.1,1.78,0.37,0.5,32,27,"1"
190,-210,0.44,0.64,46,62,0.5,1.6667,0.29,0.733,28,29,"1"
165,-190,0.35,0.322,22.1667,30.75,1,0.31,1,0.167,28,26,"1"
220,-286,0.49,0.585,21.9286,51.3846,0,0,0,0,26,31,"1"
190,-235,0.43,0.393,29,6,7,0,0.77,0,28,27,"0"
245,-265,0.513,0.46,5.57,3.99,0.76,0.99,0.32,0.27,25,30,"1"
155,-175,0.58,0.52,37.4,26.1333,0.6667,0.5556,0.333,0.25,38,32,"1"
-126,116,0.36,0.396,3.03,4.49,2.84,0.25,0.61,0.5,28,29,"0"
-140,120,0.542,0.566,62.5,16.8333,3,1,0.52,0.404,29,31,"1"
570,-705,0.17,0.483,6.5,24.5,0,0.5,0,0.4,33,32,"0"
-230,195,0.4,0.5,4.71,4.67,0.36,0.46,0.55,0.45,27,35,"0"
215,-265,0.48,0.42,4.21,4.43,1.26,0.72,0.37,0.27,29,32,"0"
105,-125,0.46,0.5,4.52,5.6,0.88,0.76,0.33,0.6,29,31,"0"
-160,150,0.415,0.533,52.8182,32.2667,2.2222,1,0.514,0.625,28,32,"1"
-122,106,0.435,0.52,4.59,4.7,2,1.27,0.38,0.26,31,38,"1"
-145,125,0.523,0.37,3.28,2.66,1.12,1.03,0.66,0.38,30,38,"1"
-330,270,0.54,0.377,31.8,21.4615,1,1,0.37,0.3,24,40,"0"
300,-400,0.39,0.48,17,57.5,0.5,1.5,0.125,0.298,31,31,"0"
-260,220,0.48,0.424,10.6,17.4375,1.83,0.2,0.43,0.25,27,39,"0"
-105,-125,0.537,0.42,4.58,3.39,4.43,0.93,0.58,0.33,33,38,"1"
145,-156,0.35,0.433,17.5,14.375,0,0.6,0,0.273,25,30,"0"
-162,130,0.37,0.51,3.6,3.34,2.95,1.18,0.36,0.19,33,41,"0"
355,-400,0.66,0.397,2.9,4.84,0.76,0.31,0.625,0.57,41,30,"1"
420,-475,0.54,0.5,34.1429,45,0,0.8,0,0.071,37,29,"1"
-165,155,0.33,0.3,68,63.25,0.4706,0.5263,0.5,0.119,30,34,"0"
200,-245,0.47,0.51,31.8333,64.3333,1.3846,1.6667,0.322,0.397,35,34,"0"
270,-340,0.36,0.36,4.35,4.76,0,0.21,0,0.25,26,32,"1"
215,-278,0.4,0.38,27.5,62,1.2857,0.5,0.375,0.5,35,32,"1"
280,-310,0.35,0.49,21.9615,36.5,0,0.625,0,0.286,27,33,"1"
190,-235,0.43,0.52,5.75,2.96,0.22,2.17,0.5,0.32,35,30,"1"
145,-165,0.22,0.555,7.2,16,0.5,2.2,0.12,0.465,29,37,"1"
59.7932402411945,-115.711474369147,0.48,0.63,6.2,5.47,0.13,1,0.2,0.42,30,31,"0"
250,-310,0.59,0.448,17,49,1,1.3333,0.463,0.34,36,33,"1"
355,-400,0.305,0.552,9.25,27.6364,2.5,1,0.71,0.298,27,29,"0"
59.7932402411945,-115.711474369147,0.43,0.5,1.99,3.42,3.7,2.5,0.26,0.8,24,29,"0"
375,-470,0.443,0.47,4.21,4,0,2.39,0,0.254,28,23,"0"
-125,115,0.388,0.506,63.1579,38,1.3333,2,0.248,0.509,30,27,"0"
175,-190,0.53,0.36,52,52,2.625,2.25,0.394,0.465,33,28,"1"
105,-115,0.485,0.29,4.17,3.4,0.91,0.51,0.27,1,28,29,"1"
-125,105,0.38,0.518,2.94,4.65,0.93,3.43,0.28,0.44,38,29,"1"
260,-335,0.51,0.52,2.91,3.3,2.04,2.01,0.29,0.27,32,30,"1"
-140,120,0.46,0.35,6.4,2.5,0.66,3.53,0.14,0.57,29,29,"0"
115,-139,0.48,0.45,3.65,1.93,0.99,3.6,0.42,0.53,28,25,"1"
180,-220,0.457,0.48,5.32,3.22,1.45,0.38,0.26,0.22,35,33,"0"
-155,135,0.4,0.446,40.6364,37,0.5,1,0.329,0.3,27,40,"1"
-255,235,0.42,0.33,15.2857,34.1667,0.6667,0.1818,0.667,0.055,25,31,"1"
560,-690,0.491,0.475,31.3333,19.5556,3,0,0.36,0,29,29,"0"
475,-650,0,0.483,0,31.25,0,2,0,0.455,30,27,"1"
255,-280,0.34,0.42,7,42,0,3.3333,0,0.388,30,30,"1"
200,-240,0.5,0.483,18.6471,27.6154,3.14,1.6,0.512,0.397,28,27,"0"
-270,230,0.44,0.5,45.8889,46.5,2.5833,0.25,0.601,0.25,29,29,"0"
188,-205,0.48,0.5,4.21,3.24,2.07,0.75,0.75,0.3,30,40,"1"
59.7932402411945,-115.711474369147,0.52,0.4,4.53,2.73,3.45,1.2,0.44,0.35,24,31,"0"
-120,102,0.66,0.5,2.46,2.65,6.85,2.57,0.59,0.3,37,31,"1"
-135,115,0.4,0.53,31.6667,27.3182,1.6667,2,0.362,0.677,33,34,"1"
-320,290,0.63,0.41,21.1667,12,1.39,0.75,0.33,0.25,31,36,"1"
105,-115,0.488,0.323,34,37.1667,1.5455,0,0.375,0,37,30,"0"
155,-175,0.55,0.47,3.65,5.48,0.7,1.95,0.5,0.37,33,32,"0"
115,-135,0.46,0.537,52.8182,45,2.1,1.5714,1,0.374,23,29,"0"
117,-135,0.34,0.488,2.39,2.88,3.69,0.93,0.72,0.53,31,34,"0"
164,-174,0.333,0.313,48,25.6429,0.2857,1.1667,0.167,0.365,30,26,"0"
59.7932402411945,-115.711474369147,0.58,0.32,4.9,4.03,2.51,0,0.34,0,34,29,"0"
220,-260,0.439,0.42,3.72,6.48,1.99,0,0.41,0,33,24,"0"
600,-850,0.487,0.476,31.3333,5,1.6667,2.05,0.27,0.38,35,38,"1"
-190,160,0.53,0.37,4.2,4.08,1.38,2.62,0.43,0.33,28,33,"0"
-235,195,0.545,0.42,29,6,1,0.16,0.75,0.5,35,30,"1"
-165,155,0.429,0.345,31.5833,31,1.875,2,0.303,0.335,33,29,"0"
165,-175,0.491,0.47,5.08,4.06,1.19,1.74,0.37,0.5,37,30,"1"
295,-355,0.38,0.515,3.66,5.87,2.34,2.92,0.48,0.48,31,26,"1"
-128,116,0.496,0.608,34,23.8,0,0.4,0,0.4,31,38,"1"
-125,105,0.483,0.36,3.82,2.44,2.82,1.77,0.33,0.35,30,35,"0"
-120,100,0.4,0.43,4.43,3.37,0.47,1.54,0.33,0.33,29,32,"1"
245,-290,0.65,0.74,21,10.5,2.3333,0,1,0,34,28,"1"
-440,330,0.59,0.45,5.72,3.31,1.98,2.8,0.55,0.47,29,32,"0"
185,-200,0.715,0.71,14,10.77,0,0,0,0,28,34,"1"
-270,220,0.53,0.28,14,49,1,0.25,0.16,0.163,24,34,"1"
-490,390,0.6,0.5,4.12,3.44,0.92,0.58,1,0.68,21,33,"0"
-115,-105,0.41,0.413,15,18.8,0.375,2.2857,0.222,0.348,29,29,"1"
365,-410,0.485,0.51,3.71,3.87,0,1.38,0,0.41,34,34,"1"
-360,285,0.45,0.314,44.5,25.7778,0.4286,0.41,0.333,0.31,32,42,"1"
-310,245,0.48,0.5,4.5,7.1,0.5,2.01,0.41,0.45,32,40,"0"
315,-345,0.495,0.46,3.44,7.15,0.65,0,0.5,0,32,25,"1"
59.7932402411945,-115.711474369147,0.46,0.6,21.6522,30.8,1.3333,0.1429,0.363,0.167,27,37,"1"
120,-140,0.587,0.441,53,27.0588,1.7,1.5,0.54,0.338,28,35,"0"
110,-130,0.313,0.358,62.7143,56.7647,0.1429,0.3333,0.056,0.333,32,29,"0"
185,-225,0.36,0.48,3.08,5.39,0.51,1.84,0.33,0.38,25,23,"1"
170,-200,0.34,0.5,2.04,3.74,3.85,0.56,0.56,0.75,34,27,"1"
275,-305,0.76,0.32,19.841809878528,19.8889,0,0,0,0,31,32,"1"
190,-230,0.33,0.453,1.83,16.8571,0,0,0,0,31,28,"1"
235,-275,0.4,0.568,17,59,0.8571,0.25,0.368,0.25,37,26,"0"
255,-280,0.483,0.362,51.75,50.75,3,1,0.4,0.33,29,23,"1"
108,-130,0.47,0.31,5,3.04,1,3.24,0.33,0.364,34,36,"1"
-440,380,0.485,0.42,29,45,0,1.375,0,0.215,34,34,"0"
-220,180,0.47,0.46,1.97,3.92,1.75,3.85,0.35,0.55,29,34,"0"
105,-115,0.608,0.57,13,25,1.0588,0.72,0.5,0.33,31,31,"1"
-330,270,0.333,0.481,8,12,1.2,0.69,0.5,0.278,30,29,"1"
115,-143,0.51,0.428,50,27.0588,1.2857,1.75,0.373,0.484,31,31,"0"
440,-580,0.41,0.63,46,25,0.4,0.1818,0.286,0.119,36,31,"1"
120,-140,0.462,0.51,46.375,20.75,0.6667,1.5714,0.326,0.408,26,38,"0"
-125,105,0.48,0.33,8.05,20.5,1.4545,0.5,0.205,0.165,31,33,"1"
310,-370,0.41,0.345,20.3125,15.125,0.21,1.3333,0.333,0.35,27,33,"1"
310,-395,0.48,0.4,2.04,3.7,1.65,0.46,0.35,0.42,37,29,"1"
-235,195,0.64,0.338,6.26,3.38,3.99,1.68,0.5,0.375,28,33,"0"
260,-290,0.49,0.383,71,37,0.3,4.5,0.215,0.677,26,26,"0"
325,-400,0.27,0.427,18,37.75,4,0.8,0.455,0.352,32,30,"0"
260,-290,0.33,0.395,10.3333,21,1,1,0.44,0.5,29,35,"0"
-170,150,0.54,0.38,3.13,3.44,0.9,0.31,0.55,0.07,32,30,"1"
164,-198,0.36,0.396,19.841809878528,21.1527659641032,2,0.16,0.541,0.047,31,32,"1"
170,-200,0.472,0.54,19.841809878528,63.7857,0.8333,1.0909,0.29,0.214,36,32,"0"
-170,145,0.49,0.42,5.73,1.88,0,3.3,0,0.43,26,37,"1"
157,-175,0.378,0.41,25.4,37.5,0,0,0,0,34,30,"1"
1000,-1600,0.6,0.64,19.841809878528,47.6667,1,2,0.33,0.567,35,25,"1"
140,-177,0.47,0.43,3.5,6.26,2.65,3.29,0.41,0.41,34,29,"0"
180,-220,0.48,0.5,4.42,3.23,3.03,2.72,1,0.54,32,26,"1"
375,-470,0.383,0.51,34.1154,41,1.0769,1,0.213,0.215,30,26,"1"
-105,-115,0.55,0.56,4.19,3.77,0.88,0,0.6,0,32,27,"1"
145,-158,0.625,0.395,46,22.6667,0,0.5,0,0.375,24,32,"1"
215,-255,0,0.8,0,70,5,3,0.44,1,27,28,"1"
-195,168,0.43,0.45,3.51,5.86,1.06,0.8,0.26,0.5,31,32,"1"
145,-165,0.37,0.47,2.07,2.88,0.67,0,0.28,0,25,32,"0"
345,-385,0.33,0.503,2.3,2.73,3.39,3.98,0.44,0.45,36,29,"1"
305,-335,0.412,0.738,29.9167,7,0.5,0,0.25,0,31,25,"1"
-480,420,0.555,0.7,40.6,45.5,1.7778,3.625,0.282,0.5,31,39,"1"
200,-245,0.38,0.39,31.75,18.3077,2.8462,1.0588,0.472,0.3,28,28,"1"
-125,105,0.54,0.39,4.28,3.32,1.95,0.7,0.34,0.41,29,28,"1"
140,-160,0.37,0.421,3.88,2.65,0.66,1.33,0.23,0.35,32,26,"0"
190,-230,0.637,0.485,31.7143,63.3333,3,4,0.55,0.473,27,30,"0"
-110,-110,0.447,0.37,4.41,2.99,1.76,5.2,0.3,0.33,24,28,"1"
-175,155,0.472,0.33,4.32,2.02,4.5,3.24,0.58,0.36,36,36,"0"
-115,105,0.3,0.448,21.3333,40.875,0,0,0,0,25,26,"1"
140,-160,0.285,0.385,4,29.1111,0.1,3.1667,0.111,0.5,36,37,"1"
130,-150,0.506,0.43,3.36,3.68,3.03,2.85,0.42,0.42,35,32,"1"
450,-600,0.393,0.59,21.9375,34.9524,2,0.4286,0.465,0.066,33,23,"1"
120,-150,0.53,0.54,3.39,5.76,0.29,0.77,0.5,0.33,29,33,"0"
-185,150,0.49,0.43,4.44,2.54,0.93,0.76,0.42,0.25,29,38,"0"
-145,125,0.51,0.4,6.75,3.95,0.875,2.29,0.64,0.295,26,33,"1"
-130,110,0.52,0.371,59.5,23.6667,5,4.3333,0.45,0.5,28,32,"0"
350,-475,0.59,0.415,33.3333,20.5652,2.5,0.5,0.588,0.166,38,23,"1"
135,-162,0.39,0.488,3.41,4.71,0.86,0.36,0.38,0.29,35,29,"1"
230,-270,0.376,0.478,31.4,34.8333,2.2222,2.3333,0.282,0.465,26,33,"1"
185,-225,0.383,0.464,31.2667,42,0.7273,0.2857,0.276,0.214,29,35,"0"
230,-250,0.41,0.48,4.76,5.73,0.44,1.73,0.55,0.23,35,32,"0"
-360,300,0.415,0.493,12,41.4545,1,0.8,0.35,0.241,24,39,"0"
-130,110,0.425,0.51,3.69,5.07,0.96,0.22,0.62,0.09,37,37,"1"
145,-165,0.46,0.56,33,26.125,1.7273,0.875,0.413,0.5,27,34,"0"
175,-210,0.486,0.43,46.7742,48.0909,0.8125,0.4,0.4,0.173,29,29,"0"
145,-165,0.43,0.397,14,46.3333,0.8077,0,0.125,0,30,33,"1"
-210,175,0.593,0.488,34.6667,32.8,1.6667,3.625,0.448,0.313,30,30,"1"
220,-260,0.507,0.39,3.81,4.5,0.45,1.45,1,0.35,35,33,"0"
310,-370,0.57,0.426,5.24,5.86,1.06,6.41,1,0.71,28,25,"1"
-166,130,0.43,0.53,4.44,2.8,1.45,0.93,0.36,0.5,38,39,"1"
-140,120,0.41,0.43,26.8,57.2,0,0.4,0,0.136,30,30,"0"
275,-335,0.34,0.43,46,42.8571,0,0.4,0,0.154,28,28,"1"
170,-200,0.15,0.3,3,60.25,0,0,0,0,21,25,"0"
-230,190,0.12,0.39,2,13.8333,0,1,0,0.353,36,24,"1"
-365,300,0.46,0.547,4.88,6.93,0,1.2,0,0.55,27,27,"0"
285,-315,0.415,0.37,16.8333,42.5,0.25,0.875,0.153,0.343,35,34,"1"
-535,400,0.46,0.352,35.1333,62,5.5,2,0.875,0.413,26,30,"0"
235,-275,0.495,0.554,56.6154,8,1.6667,0.3333,0.382,0.44,23,23,"1"
140,-175,0.48,0.46,2.83,4.58,3.14,0.66,0.47,0.32,34,34,"0"
-230,180,0.49,0.38,5.4,2.87,1.7,0.9,0.55,0.17,32,40,"1"
180,-218,0.41,0.46,2.88,4.58,1.16,2.04,0.57,0.33,28,28,"1"
175,-210,0.507,0.51,6.22,2.98,1.69,2.86,0.667,0.54,32,31,"0"
-320,260,0.35,0.278,30,40.6667,3,1.875,1,0.343,28,30,"0"
-160,140,0.435,0.51,2.45,4.84,4.98,0.39,0.41,0.22,25,30,"0"
-135,115,0.4,0.45,5.86,5.44,0.22,0.51,0.25,0.25,33,36,"1"
145,-155,0.52,0.509,23.5652,8.2,7,1,0.6,0.33,32,33,"0"
59.7932402411945,-115.711474369147,0.47,0.46,5.55,3.65,0,0.36,0,0.5,30,27,"0"
275,-335,0.385,0.56,27.5,41.6667,0,4,0,0.65,30,28,"0"
140,-166,0.52,0.595,31.5,34.75,0.75,0.4,0.5,0.167,31,39,"0"
280,-340,0.308,0.39,46,25.6429,0,1.4286,0,0.18,32,34,"0"
-150,130,0.56,0.52,7.36,4.11,0,2.09,0,0.25,29,31,"0"
275,-335,0.55,0.435,28.1667,27.3333,0.5,3.7143,0.375,0.83,33,26,"1"
-120,100,0.57,0.5,6.18,2.48,0.21,2.21,0.5,0.48,26,32,"0"
170,-200,0.3,0.58,18.5,30.8,1,0,0.33,0,31,26,"0"
250,-300,0.413,0.35,36.375,50.5,0.5,0.6667,0.167,0.291,36,29,"1"
-255,210,0.304,0.33,2.5,1.9,1,3.6,1,0.51,25,35,"0"
112,-132,0.48,0.55,3.87,5.32,0.31,1.19,0.14,0.53,38,27,"0"
148,-165,0.49,0.5,3.03,4.64,1.12,1.23,0.37,0.36,29,32,"0"
-110,-110,0.52,0.4,3.92,4.65,0.55,0.39,0.66,0.46,34,34,"0"
-160,140,0.49,0.43,9.03,2.48,0.55,1.68,0.333,0.21,33,34,"1"
290,-320,0.21,0.525,8,32,1,2.5,0.29,0.355,28,31,"0"
375,-470,0.358,0.459,60.3333,41.5,2.25,0.7,0.22,0.357,32,30,"1"
-160,140,0.43,0.415,60.2,30.6667,0.8571,0.9286,0.287,0.432,32,36,"1"
59.7932402411945,-115.711474369147,0.33,0.475,25.1667,13.4286,0,0,0,0,30,23,"1"
180,-220,0.406,0.47,29.5,46.6667,1.5556,0,0.442,0,25,29,"0"
-190,165,0.47,0.482,77.4,79.3333,0.6667,2.2,0.5,0.233,22,29,"0"
-290,245,0.376,0.344,36.5,33.25,2.5,0.6,0.39,0.332,24,33,"0"
-103,-108,0.405,0.46,3.08,4.39,1.34,1.1,0.53,0.33,26,31,"1"
-310,250,0.49,0.38,4.26,3.71,0.78,0.5,0.5,0.33,35,44,"0"
260,-290,0.313,0.17,36.75,38.5,0,0.3333,0,0.333,34,30,"1"
205,-250,0.57,0.44,41.75,27.3333,1.4444,0,1,0,31,28,"1"
-110,-110,0.447,0.45,2.53,2.62,0.77,1.99,0.28,0.25,29,35,"1"
260,-320,0.56,0.52,5.52,4.53,0,0.41,0,0.11,25,27,"0"
-142,115,0.42,0.43,4.61,3.07,3.61,2.1,0.44,0.33,35,34,"1"
250,-300,0.34,0.454,38.3684,48.1667,1.2,0.4286,0.193,0.3,29,29,"1"
-250,210,0.542,0.561,65,123,5,1.8,0.7,0.553,30,22,"0"
-135,115,0.422,0.51,4.67,5.08,2.17,1.56,0.39,0.39,30,34,"1"
180,-195,0.5,0.52,1.26,5.7,0.29,0.37,0.09,0.23,31,21,"1"
-175,155,0.44,0.34,4.33,2.92,4.33,1.45,0.5,0.25,31,35,"0"
-110,-110,0.3,0.403,10.6667,28.1429,0,1.3333,0,0.14,25,26,"1"
-255,215,0.567,0.34,6.26,4.39,3.99,1.59,0.678,0.21,26,39,"0"
425,-590,0.2,0.56,17,30,0,0.7273,0,0.232,33,32,"1"
-162,130,0.43,0.4,3.7,2.69,6.75,3.32,0.5,0.36,29,34,"1"
-175,155,0.77,0.54,19.841809878528,21.1527659641032,0,3.3333,0,0.8,27,27,"1"
-162,130,0.43,0.46,6.43,4.52,1.83,0.75,0.56,0.33,27,30,"0"
167,-178,0.43,0.503,21.1538,43.6667,2.2,1,0.396,0.5,38,38,"1"
210,-250,0.43,0.48,2.82,3.5,0.46,5.09,0.15,0.63,36,33,"1"
120,-140,0.479,0.538,4,5.23,2.33,1.11,0.393,0.51,36,30,"1"
430,-550,0.487,0.396,4.14,3.79,0.66,0,0.66,0,30,31,"1"
-238,180,0.5,0.43,9.03,2.48,0,0.57,0,0.27,32,38,"0"
-215,178,0.47,0.5,2.54,3.75,0,0,0,0,29,32,"1"
-210,175,0.495,0.47,7.29,3.72,1.24,1.52,0.5,0.688,28,25,"0"
-115,-105,0.55,0.56,31,44,0,1.2,0,0.42,31,30,"1"
250,-320,0.41,0.49,4.96,4.61,0,2.41,0,0.47,27,32,"0"
420,-475,0.45,0.459,7.5,3.29,0,0.95,0,0.17,34,30,"0"
205,-245,0.42,0.418,15.6,62.3333,2.3846,2.25,0.392,0.398,35,34,"0"
-560,425,0.483,0.42,8.34,3.45,1.62,0,0.48,0,27,29,"0"
175,-210,0.47,0.37,18.8333,42.4286,0.25,0.6,0.111,0.225,30,21,"0"
-162,136,0.46,0.47,4.53,6.25,0.36,0.43,0.388,0.14,26,32,"0"
-210,176,0.59,0.552,18.625,53.7778,2.7778,3.1667,0.812,0.38,26,32,"0"
320,-390,0.36,0.493,4.07,6.19,0,0.85,0,0.5,32,28,"1"
59.7932402411945,-115.711474369147,0.62,0.451,10,18.1667,0,1,0,0.433,36,33,"1"
-145,125,0.538,0.505,36,49.9167,0.2,1.2632,0.1,0.55,30,27,"0"
-155,145,0.425,0.48,4.08,3.27,0.3,0.46,0.3,0.26,28,41,"0"
425,-485,0.467,0.318,42,56.1667,0,0.1667,0,0.083,26,29,"1"
170,-200,0.52,0.47,3.16,5.6,2.51,0.79,0.45,1,31,25,"0"
485,-700,0.47,0.576,40.375,63.7143,1.1739,4.2143,0.472,0.72,29,29,"1"
510,-700,0.448,0.48,3.44,3.28,1.39,1.89,0.59,0.44,36,31,"1"
340,-380,0.455,0.562,50.3333,44.3333,1.0833,3.3333,0.17,0.749,30,23,"1"
115,-135,0.373,0.308,57.9,27,2,0,0.33,0,31,25,"0"
-175,155,0.5,0.48,3.46,5.08,1.18,2.23,0.32,0.56,30,39,"1"
250,-275,0.431,0.428,27.3333,38.25,1.3636,1.4,0.484,0.281,29,33,"1"
230,-290,0.48,0.41,3.52,4.14,1.18,4.91,0.31,0.47,38,32,"0"
105,-125,0.45,0.583,32.1,30,0,2.0769,0,0.66,31,27,"0"
100,-120,0.45,0.46,3.29,3.57,2.26,0,0.4,0,35,29,"1"
750,-950,0.46,0.41,30.1667,49.35,1,0.75,0.553,0.133,28,31,"1"
155,-165,0.4,0.34,19.3571,33,0,1.3333,0,0.5,25,29,"0"
